ItemID,Sentiment,SentimentText
1045,0, @shanedawson i'm sad now i leave for 2 hours and u didn't even miss me  anywho um i still luv u and whats with getting a frozen turkey?
1046,1, @ShannonHerod &quot;It is always your next move.&quot; Napoleon Hil http://tr.im/mR0u
1047,1, @sonjatweet ur hot
1048,1," @ssandall That's it! Removing bots is like weeding a garden. Not fun, but must be done... eventually!"
1049,1, @TheNotoriousJEN
1050,1, @tjwriter Hubby has Briso on DVD.  I haven't seen it all yet but I enjoy it. I saw Army of Darkness and Evil Dead because of Hubs too.
1051,1,"- @ToothFairyHeavn What a considerate Tooth Fairy you are, checking to make sure you didn't miss anyone. "
1052,1,' @vangeest We are perfectly on schedule' - Nobody is waisting time today  (Don't mention the Sun again;) Dedicated audience
1053,1," @yhf My twenties: Look, a bed! WONDER WHAT WE CAN DO. My thirties: Look, a be--ZZZZZZZZZZZzz http://tr.im/n88N"
1054,0," @YMPtweet @Spiral_galaxy but so badly no one does , i know that there is much more but that's what i got so far"
1055,1," @Zaius13 If it weren't for unspeakable things, I don't know what I'd do. http://tr.im/mX1N"
1056,1, _BellaCullen18_  i've been ok just got through crying with leah * frowns at the thought* we were talking about our dead fathers
1057,1, ~ cooking!!!
1058,1, ~ ncis!!!
1059,1,- 1 follower WOW! 
1060,1, 100 followers!  YAY!
1061,1, 11:11 makee a wishhh ;)&lt;3 GOODNIGHT
1062,1, 11:11. I know what I'm wishing for!
1063,1,- 155 days until the JB'concert in Milan!!!!I'm guarding my tickets 
1064,0," 2 days of this month left, and I only have 400MB left on my onpeak downloads."
1065,0, 2 more weeks of classes and 1 week of exam blockk then HOLIDAYS!!! holland and then on to australia x
1066,0, 2 weeks!!!!
1067,1, 21 days of no twittering and i'm back. -.- i think.
1068,0, 2morrow last day of skool! i'm gonna miss everyone thats leaving and specially you mel mel! bye bye! good night twitters!! &lt;3
1069,1, 30 lbs lost since Feb. Still have a lot more to go.
1070,0," 4 more minutes of lunchtime left, bad times. But my @jonasbrothers album has arrived. Yay."
1071,1," Good Night ! Okay, I got really nothing to say."
1072,1, Good night! Arrgghhhh 5-2 B.P. Do work boys!
1073,1, good to hear from you
1074,1, good weekend
1075,0, Goodbye CWG of my life.
1076,0, goodbye hair length
1077,1,- goodnight  ! math&amp;spanish finals tomorrow. spanish should be easy. woo.
1078,1, gooooood morning my twitter friends!  Have a nice sunday
1079,1, Gossip girl tonight!!!
1080,0, got burned really bad due to constantly being too wet to reapply sunscreen
1081,1, Got Escala's new album now.  T'is very good 
1082,1, Got new photoshop magazine but I need my Dad's portable CD drive to use the CD with the pics on it D: I think I'm stuck there tomorrow
1083,0, got sunburnt today. another day in paradise! been for 2 swims in the ship's pool!
1084,0, got to work at 7:00am! ughhhh longgg day ahead of me!
1085,1, gotta love her. glad she had fun. looking forward to the beach w/ her! 
1086,0," Graveyard charged my card twice (one correct total, one random amt) from last night's #atltweet tweetup. Check your accounts!"
1087,0, great  just fucking great
1088,1,=- Great day people-watching in Berkeley with my bro  I love him.
1089,0, Great Falls Tribune story  only talks of scouts in title. Story's theme is Be prepared when back country  traveling. http://bit.ly/8cRXR
1090,0, great my dad locked himself out of his car n its on... N we are 5 hours from home
1091,1, great nite
1092,1," Great tights, good outfit! http://lookbook.nu/look/160916"
1093,0," great, got to do a fake presentation on explaining how an operating system can be viewed as an event driven application, i dont get it :S"
1094,1, Great.  ? http://blip.fm/~7df6m
1095,0, Great...rosie was sooo close to getting her long overdue 'rosie day' but now has to wait.....til another day...sadness
1096,0,- grr you've changed. i don't like it. you haven't called me momo in a week 
1097,0," grrrrr. why can't they just go away for like 2 days! haha. this is stupid. i have to pack for mexico, bye! =]"
1098,0, gud bye laptop!! damn!!my mom will confiscate my laptop on june 23!!( soo saadd!!
1099,0, guess it's gonna be a lonely night for me.. Someone save me please!
1100,0, guess who im missing
1101,0, gutted i hope it comes soon !
1102,0, guys are pricks. gonna have an early night and cry til i fall asleep. fuck you all.
1103,0, h dont know who to go to teh movies with Sir. Lolz alot ^o^
1104,1," had a good night, love my best buds in the world!!! adamcheeeserosie"
1105,1, had a Really good night!!! Stoked for things to come!!!
1106,1, had an ok day. it went by fast.
1107,0, Had to buy a pair of wellies. Still in denial that it's gonna rain at Download.
1108,0, had to buy corney ass capri&quot;s ughhhhhhhhhhh now im hungry
1109,0, had to cancel a great day I had ahead of me today.....
1110,0, had yo come home early cos i ran out of money I WANT A FUCKING JOB AND THERE NONE OUT THERE FUCK FUCK FUCKITY FUCK FUCK
1111,1, hah! @jonloverobot that was awesome. just listened to you. pretty cool!  i love for crying out loud. 
1112,1, haha I really did and I'm about to call music unlimited tomorrow for  Simon..tryin to be like ROD ;)
1113,0, 6........tomorrow's  a new day...
1114,1, 63/100 for my MSC120 Assignment that was incomplete!!!! Relief
1115,0, a baby fell flat on his face and started bawling because of me  forgot that he is wobbley! 
1116,0," A doctor who performed late-term abortions in the US, was shot in his church http://twitzap.com/u/jiQ"
1117,0," a kid at my school got an internship at a photography studio... im going to sleep, today was very stressful and depressing.."
1118,0, About to leave Newcastle ):
1119,1, actually I might be crazy 'cause I love my job. 
1120,1," actually quite happy toady. apart from the agony all over my body, and not being able to go outside :L done some revising so all's gd "
1121,1, ah belhblehbleh the familys watching a moviee and yes imm beingg a computerr nerd :p and i wish jerkface would wake up onee daaayyyy!!!!
1122,0, ah I can't stop crying I hate seein my dog having attacks
1123,0, ah well im sure we'll be fine
1124,0, ahhh I have no more tissues and I look like a blow fish from crying.....ahhh I'm stressed the fuck out
1125,0, ahhh this sucks
1126,0, ahhhhh this is the worst thing to ever happen to me
1127,0, ahhhhhh supernatural S4E22 is finished!!!! I like to watch Season 5 now. make the season 5 already c'mon!!!
1128,0, alex gaskarth is so amazing and to shop with him would be great. but nooo we have to go to the movies to go see stupid hannie montannie!
1129,0," All I want to do is watch an awesome new (to me) show, and the internet mocks me. Oh, it mocks me hard. Suck it, internet.   "
1130,0, all my bestfriends are leaving!
1131,0, all my friends seem to be with kittens or eating ice cream. this monday is for the birds.
1132,0, all my texts were deleted by landi :/ i miss certain ones a lotttt
1133,0, all my work is completed and i'm passing everything. now all i have to stress over is exams. u.s. one tomorrow.  &lt;33 4 days.
1134,0, all that carpet cleaning for nothing... the carpets smell bad now at the old house. We have to call a carpet cleaner. 
1135,0, all the firends i make in the airport has to leave before i do...
1136,0, all the messages i saved in my voicemail box are gone! Now i have nothing to listen to..
1137,0, alllways raining in aberdeen here i come sunnnnshine
1138,1," alright back onto being bored. going to bed any time soon, have to get up early."
1139,0, am I a loner?
1140,0, Am racit...
1141,0, Am wondering why 'friends' are telling me me to shut it - when actually i have barely said anything...
1142,0, amy hit me cos i call her drink lady
1143,0, and a shocker for those who left sytycd tonight. One run cut too short.
1144,1, and hug@ladypn: &quot;Is there a waiting line to get into Club Blip? ;) &quot; ? http://blip.fm/~7d2a5
1145,1, and I dunno why but with you I'd dance in a storm in my best dress.
1146,0, AND maths exam tomorrow; just to make life even bettter....
1147,0, and our second flight is canceled.
1148,1,- Annnnnd @CarlaNix 's website has LAUNCHED :: http://carlaynix.com :: Bookmark it &amp; check back often. Itinerary 2 b added soon! 
1149,0,- another dbl shift tomorrow.. on Father's day  which means: minimal time with gpa. the illest man ever :[
1150,0," 2pm, lunchtime is over and da boss is back in town..."
1151,0, 3.2 PTR possibly this week. That makes me a sad panda. I spent 4k gold total to level my enchanting and I won't be able to farm titanium.
1152,0, 30stm playin at london tommorow &amp; only london in england
1153,0, 4's reallyy??? #PakCricket
1154,1,- 5 days to the musical  i'm gonna dance wow WOW wow it's gonna be something like High School Musical ihihih xoxo Petia
1155,0, 60 followers NOW!  .....yesterday 62 
1156,0, 68 new results in 5 minutes; replies for @DavidArchie.  He'll never get a chance to reply.
1157,0,- 8 DAYS TILL SCHOOL HOLIDAYS END 
1158,0,- a bit depressed after checking the local weather forecast - 9 out of the next 10 days are forecasted to be rainy. The tenth is cloudy. 
1159,1, a goodmorning back at cha @moovmnt
1160,0, a lot of hacks is garena server but the games there are fun
1161,1, a perfect weekend 
1162,1, a pony's clop-clopping down the hill (heard him long before i saw him). this would so not happen in Brooklyn barring a cop on horseback.
1163,0," adam ong, if ur reading this anywhere, i tried followin u back but twitter said ur page doesnt exist anymore?"
1164,1, adorei zoffitcha hj... dps ponho foto no tpic. GOODNIGHT TWITTERS =]
1165,0, after next wednesday i wont be able to snuggle with lilly when i go to bed. she's the BEST dog ever.
1166,0," After turning my fan club into a religion, it lost two members."
1167,0, again..cause india is definitely out.. ==
1168,0, Ah well I'm having enough fun playing with 3.0 which I got LEGALLY. *Shakes his head at people who got it illegaly*
1169,0,"-- ahhh! No, no, no...I do not have time to be sick this week! Go awwwaaayy! Bah! "
1170,1, aint i supposed to be happy ...
1171,0," alas, my feet hurt from the trek home (no pun intended &gt;_&gt;)"
1172,0," Alexa isn't feeling well. Daddy went and picked her up from Gram's house, and I'm heading out to take her to the doctors. Poor baby."
1173,1," all done., time to finally start shuting down"
1174,0, all good things must come to an end.. bye bye Hamptons
1175,0, All i can say is DAM IT TO HELL!!!!!!!!!!!!
1176,0, all I have to say is sorry =\ &amp;&amp; even though were still togther I feel so far apart...
1177,1," all smiles. im fairly hapy with what has happened yesterday, even though some other had to put a damper  on things *cough*"
1178,1,- all the snow is gone... that didn't take long... 
1179,0, all this time i thought my electric blanky was turned on TURNS out it wasnt FAIL
1180,1, almost done wit the painting tired as crap. Sleep time.&quot;in love with u&quot;- ziggy marley and erykah badu
1181,0, almost done with my dark roast with double espresso....need more....zooooooooom #imjustsayin
1182,0,=-- almost wishing I didnt volunteer to teach VBS this yr. I do need A break
1183,0, Alone and invisible 
1184,0, aloneeeeeeeee
1185,1," also made a masterful roast dinner, followed by apple crumble! .. Yum need gym this week though!"
1186,0, Alton towers with the school on Friday  although we need to leave at 5am 
1187,1, am 200 updates in Twitter #stats
1188,1, am i too immature for a 16 year old? I just really like Ninja ponies..that have only 3 legs.
1189,1, haha. Someone i don't even know made me laugh. ryan ross = win.
1190,0, hair looks dorky. Oh well.
1191,0, hand ball again by wynne.. Dc scores on penalty.. BS 3-3
1192,1, Hanging out with Steven Mohler on Sunday! ah :]
1193,0, hangover not good..
1194,1, happy birthday to me and mom! Why am i always the first one up? So here i am falling off the bed cuz someone is a bed hog  
1195,1, happy face.
1196,0, happy hour ended! Bummer in the summer. I guess I have to ride my bike back to carson.
1197,1, happy that its sunny
1198,1, happy to see him
1199,1, happy with the way thing are goingg
1200,1," Happy, knowing my friends are still my friends."
1201,1, happy. spending time with mum
1202,0, harsh shisha
1203,0, has got no phone fr cupla days so facebook me (inbox) gt no laptop only ifone wf no sim x
1204,1,- Has Just Got Up &amp;+ Is Listening To Good Charlotte 
1205,0,=- Has obvisously Just lost the game yet again...
1206,1, has something very special in mind &lt;333
1207,0, hate my life..hate coming home..
1208,0, hates the fact that she has to work instead of going dress shopping with my cousin!!!
1209,0,- hates waiting and equally hates job hunting! 
1210,0, have a headache...
1211,1, Have a Nice Day!
1212,1, have a nice day... cause i will!
1213,0, Have sooo much to revbise I don't even get to go church. Boo to exams
1214,0, have to get up a 3:00am tomorrow
1215,0, have to take car to mechanic fml.  #talesfrmsurbs
